>>> Training starts at  2024-11-24 02:52:54.050172
Filling replay buffer...
Training...
tensor(7.1847, grad_fn=<MseLossBackward0>)
tensor(108.8131, grad_fn=<MseLossBackward0>)
tensor(9.5375, grad_fn=<MseLossBackward0>)
tensor(5.3157, grad_fn=<MseLossBackward0>)
tensor(13.4487, grad_fn=<MseLossBackward0>)
tensor(63.1129, grad_fn=<MseLossBackward0>)
tensor(40.1264, grad_fn=<MseLossBackward0>)
tensor(1.7410, grad_fn=<MseLossBackward0>)
tensor(47.5186, grad_fn=<MseLossBackward0>)
tensor(76.7417, grad_fn=<MseLossBackward0>)
tensor(39.5329, grad_fn=<MseLossBackward0>)
tensor(16.6477, grad_fn=<MseLossBackward0>)
tensor(55.7759, grad_fn=<MseLossBackward0>)
tensor(8.7715, grad_fn=<MseLossBackward0>)
tensor(18.2283, grad_fn=<MseLossBackward0>)
tensor(47.3448, grad_fn=<MseLossBackward0>)
tensor(11.2043, grad_fn=<MseLossBackward0>)
tensor(21.1594, grad_fn=<MseLossBackward0>)
Episode 73 Mean Rewards -128.64 Epsilon 0.6900761348271398		tensor(107.7437, grad_fn=<MseLossBackward0>)
tensor(90.5722, grad_fn=<MseLossBackward0>)
tensor(6.3299, grad_fn=<MseLossBackward0>)
tensor(12.7497, grad_fn=<MseLossBackward0>)
tensor(11.2686, grad_fn=<MseLossBackward0>)
tensor(21.1390, grad_fn=<MseLossBackward0>)
tensor(12.9064, grad_fn=<MseLossBackward0>)
tensor(9.3466, grad_fn=<MseLossBackward0>)
tensor(9.4450, grad_fn=<MseLossBackward0>)
tensor(96.0014, grad_fn=<MseLossBackward0>)
tensor(9.4579, grad_fn=<MseLossBackward0>)
tensor(2.3877, grad_fn=<MseLossBackward0>)
tensor(2.7437, grad_fn=<MseLossBackward0>)
tensor(20.3356, grad_fn=<MseLossBackward0>)
tensor(5.4351, grad_fn=<MseLossBackward0>)
tensor(49.9032, grad_fn=<MseLossBackward0>)
tensor(22.4251, grad_fn=<MseLossBackward0>)
tensor(38.1933, grad_fn=<MseLossBackward0>)
tensor(7.8417, grad_fn=<MseLossBackward0>)
tensor(11.6721, grad_fn=<MseLossBackward0>)
tensor(10.6505, grad_fn=<MseLossBackward0>)
tensor(1.8722, grad_fn=<MseLossBackward0>)
tensor(51.5812, grad_fn=<MseLossBackward0>)
tensor(58.9200, grad_fn=<MseLossBackward0>)
tensor(6.8663, grad_fn=<MseLossBackward0>)
tensor(197.7234, grad_fn=<MseLossBackward0>)
tensor(6.8568, grad_fn=<MseLossBackward0>)
tensor(30.4563, grad_fn=<MseLossBackward0>)
tensor(8.0506, grad_fn=<MseLossBackward0>)
tensor(28.2826, grad_fn=<MseLossBackward0>)
tensor(3.1718, grad_fn=<MseLossBackward0>)
tensor(7.9745, grad_fn=<MseLossBackward0>)
tensor(45.7836, grad_fn=<MseLossBackward0>)
tensor(21.1334, grad_fn=<MseLossBackward0>)
tensor(112.0567, grad_fn=<MseLossBackward0>)
tensor(79.5631, grad_fn=<MseLossBackward0>)
tensor(16.3398, grad_fn=<MseLossBackward0>)
tensor(34.4688, grad_fn=<MseLossBackward0>)
tensor(24.6735, grad_fn=<MseLossBackward0>)
tensor(51.5708, grad_fn=<MseLossBackward0>)
tensor(12.8994, grad_fn=<MseLossBackward0>)
tensor(180.2323, grad_fn=<MseLossBackward0>)
tensor(4.2321, grad_fn=<MseLossBackward0>)
tensor(194.1148, grad_fn=<MseLossBackward0>)
tensor(300.6180, grad_fn=<MseLossBackward0>)
tensor(13.1389, grad_fn=<MseLossBackward0>)
tensor(9.2422, grad_fn=<MseLossBackward0>)
tensor(63.4989, grad_fn=<MseLossBackward0>)
tensor(62.2249, grad_fn=<MseLossBackward0>)
tensor(50.8962, grad_fn=<MseLossBackward0>)
tensor(133.8413, grad_fn=<MseLossBackward0>)
tensor(27.3121, grad_fn=<MseLossBackward0>)
tensor(1.5119, grad_fn=<MseLossBackward0>)
tensor(3.1703, grad_fn=<MseLossBackward0>)
tensor(28.7477, grad_fn=<MseLossBackward0>)
tensor(1.7438, grad_fn=<MseLossBackward0>)
tensor(16.8222, grad_fn=<MseLossBackward0>)
tensor(3.8526, grad_fn=<MseLossBackward0>)
tensor(2.8954, grad_fn=<MseLossBackward0>)
tensor(527.3691, grad_fn=<MseLossBackward0>)
tensor(12.5568, grad_fn=<MseLossBackward0>)
tensor(101.8948, grad_fn=<MseLossBackward0>)
tensor(9.7307, grad_fn=<MseLossBackward0>)
tensor(65.4061, grad_fn=<MseLossBackward0>)
tensor(172.9708, grad_fn=<MseLossBackward0>)
tensor(125.2682, grad_fn=<MseLossBackward0>)
tensor(13.1123, grad_fn=<MseLossBackward0>)
tensor(4.5604, grad_fn=<MseLossBackward0>)
tensor(44.3058, grad_fn=<MseLossBackward0>)
tensor(33.6803, grad_fn=<MseLossBackward0>)
tensor(0.9450, grad_fn=<MseLossBackward0>)
tensor(9.7122, grad_fn=<MseLossBackward0>)
tensor(4.6426, grad_fn=<MseLossBackward0>)
tensor(104.0009, grad_fn=<MseLossBackward0>)
tensor(3.7685, grad_fn=<MseLossBackward0>)
tensor(46.9943, grad_fn=<MseLossBackward0>)
tensor(42.7544, grad_fn=<MseLossBackward0>)
tensor(15.5835, grad_fn=<MseLossBackward0>)
tensor(102.7928, grad_fn=<MseLossBackward0>)
tensor(6.1925, grad_fn=<MseLossBackward0>)
tensor(49.7559, grad_fn=<MseLossBackward0>)
tensor(10.2847, grad_fn=<MseLossBackward0>)
tensor(3.1408, grad_fn=<MseLossBackward0>)
tensor(128.4547, grad_fn=<MseLossBackward0>)
tensor(4.4223, grad_fn=<MseLossBackward0>)
tensor(165.2996, grad_fn=<MseLossBackward0>)
tensor(71.2900, grad_fn=<MseLossBackward0>)
tensor(4.8214, grad_fn=<MseLossBackward0>)
tensor(25.7836, grad_fn=<MseLossBackward0>)
tensor(386.3112, grad_fn=<MseLossBackward0>)
tensor(9.8795, grad_fn=<MseLossBackward0>)
tensor(1.6125, grad_fn=<MseLossBackward0>)
tensor(17.3820, grad_fn=<MseLossBackward0>)
tensor(1.9158, grad_fn=<MseLossBackward0>)
tensor(1.0299, grad_fn=<MseLossBackward0>)
tensor(4.7009, grad_fn=<MseLossBackward0>)
tensor(308.2973, grad_fn=<MseLossBackward0>)
tensor(34.1030, grad_fn=<MseLossBackward0>)
tensor(35.8109, grad_fn=<MseLossBackward0>)
tensor(2.8138, grad_fn=<MseLossBackward0>)
tensor(6.3369, grad_fn=<MseLossBackward0>)
tensor(59.5319, grad_fn=<MseLossBackward0>)
tensor(37.4323, grad_fn=<MseLossBackward0>)
tensor(19.8263, grad_fn=<MseLossBackward0>)
tensor(1.9504, grad_fn=<MseLossBackward0>)
tensor(5.9488, grad_fn=<MseLossBackward0>)
tensor(67.8896, grad_fn=<MseLossBackward0>)
tensor(113.5565, grad_fn=<MseLossBackward0>)
tensor(1.7584, grad_fn=<MseLossBackward0>)
tensor(9.5949, grad_fn=<MseLossBackward0>)
tensor(1.7693, grad_fn=<MseLossBackward0>)
tensor(5.7899, grad_fn=<MseLossBackward0>)
tensor(2.7302, grad_fn=<MseLossBackward0>)
tensor(7.8146, grad_fn=<MseLossBackward0>)
tensor(18.2326, grad_fn=<MseLossBackward0>)
tensor(19.2313, grad_fn=<MseLossBackward0>)
tensor(12.9444, grad_fn=<MseLossBackward0>)
tensor(4.5061, grad_fn=<MseLossBackward0>)
tensor(38.0849, grad_fn=<MseLossBackward0>)
tensor(184.1948, grad_fn=<MseLossBackward0>)
tensor(2.7753, grad_fn=<MseLossBackward0>)
tensor(66.9325, grad_fn=<MseLossBackward0>)
tensor(42.8487, grad_fn=<MseLossBackward0>)
tensor(114.9736, grad_fn=<MseLossBackward0>)
tensor(1.2604, grad_fn=<MseLossBackward0>)
tensor(32.0617, grad_fn=<MseLossBackward0>)
tensor(3.8890, grad_fn=<MseLossBackward0>)
tensor(199.7686, grad_fn=<MseLossBackward0>)
tensor(69.6014, grad_fn=<MseLossBackward0>)
tensor(148.5971, grad_fn=<MseLossBackward0>)
tensor(4.3955, grad_fn=<MseLossBackward0>)
tensor(151.8657, grad_fn=<MseLossBackward0>)
tensor(10.0811, grad_fn=<MseLossBackward0>)
tensor(295.0044, grad_fn=<MseLossBackward0>)
tensor(7.2351, grad_fn=<MseLossBackward0>)
tensor(2.5052, grad_fn=<MseLossBackward0>)
tensor(74.2644, grad_fn=<MseLossBackward0>)
tensor(24.6572, grad_fn=<MseLossBackward0>)
tensor(0.8606, grad_fn=<MseLossBackward0>)
tensor(2.0493, grad_fn=<MseLossBackward0>)
tensor(11.4480, grad_fn=<MseLossBackward0>)
tensor(235.9485, grad_fn=<MseLossBackward0>)
tensor(44.9992, grad_fn=<MseLossBackward0>)
tensor(45.1014, grad_fn=<MseLossBackward0>)
tensor(297.1359, grad_fn=<MseLossBackward0>)
Episode 74 Mean Rewards -127.28 Epsilon 0.6866257541530041		tensor(37.7150, grad_fn=<MseLossBackward0>)
tensor(25.6552, grad_fn=<MseLossBackward0>)
tensor(90.7128, grad_fn=<MseLossBackward0>)
tensor(7.8053, grad_fn=<MseLossBackward0>)
tensor(24.0801, grad_fn=<MseLossBackward0>)
tensor(28.9006, grad_fn=<MseLossBackward0>)
tensor(5.2586, grad_fn=<MseLossBackward0>)
tensor(16.6856, grad_fn=<MseLossBackward0>)
tensor(13.8651, grad_fn=<MseLossBackward0>)
tensor(9.6356, grad_fn=<MseLossBackward0>)
tensor(2.0854, grad_fn=<MseLossBackward0>)
tensor(14.9642, grad_fn=<MseLossBackward0>)
tensor(9.0737, grad_fn=<MseLossBackward0>)
tensor(3.6204, grad_fn=<MseLossBackward0>)
tensor(10.3490, grad_fn=<MseLossBackward0>)
tensor(63.6180, grad_fn=<MseLossBackward0>)
tensor(3.6587, grad_fn=<MseLossBackward0>)
tensor(3.6215, grad_fn=<MseLossBackward0>)
tensor(32.5291, grad_fn=<MseLossBackward0>)
tensor(7.6993, grad_fn=<MseLossBackward0>)
tensor(4.5865, grad_fn=<MseLossBackward0>)
tensor(60.5680, grad_fn=<MseLossBackward0>)
tensor(15.2579, grad_fn=<MseLossBackward0>)
tensor(20.3952, grad_fn=<MseLossBackward0>)
tensor(8.6894, grad_fn=<MseLossBackward0>)
tensor(2.4822, grad_fn=<MseLossBackward0>)
tensor(2.1864, grad_fn=<MseLossBackward0>)
tensor(24.6415, grad_fn=<MseLossBackward0>)
tensor(28.7248, grad_fn=<MseLossBackward0>)
tensor(3.2591, grad_fn=<MseLossBackward0>)
tensor(1.8405, grad_fn=<MseLossBackward0>)
tensor(64.5204, grad_fn=<MseLossBackward0>)
tensor(94.7811, grad_fn=<MseLossBackward0>)
tensor(29.2875, grad_fn=<MseLossBackward0>)
tensor(59.9920, grad_fn=<MseLossBackward0>)
tensor(21.7166, grad_fn=<MseLossBackward0>)
tensor(36.4050, grad_fn=<MseLossBackward0>)
tensor(211.2779, grad_fn=<MseLossBackward0>)
tensor(5.4270, grad_fn=<MseLossBackward0>)
tensor(19.5761, grad_fn=<MseLossBackward0>)
tensor(96.8787, grad_fn=<MseLossBackward0>)
tensor(2.4124, grad_fn=<MseLossBackward0>)
tensor(16.6742, grad_fn=<MseLossBackward0>)
tensor(189.1480, grad_fn=<MseLossBackward0>)
tensor(11.0044, grad_fn=<MseLossBackward0>)
tensor(101.2752, grad_fn=<MseLossBackward0>)
tensor(3.6547, grad_fn=<MseLossBackward0>)
tensor(75.0691, grad_fn=<MseLossBackward0>)
tensor(21.2632, grad_fn=<MseLossBackward0>)
tensor(13.1832, grad_fn=<MseLossBackward0>)
tensor(16.2592, grad_fn=<MseLossBackward0>)
tensor(30.3952, grad_fn=<MseLossBackward0>)
tensor(26.2596, grad_fn=<MseLossBackward0>)
tensor(25.5191, grad_fn=<MseLossBackward0>)
tensor(33.2136, grad_fn=<MseLossBackward0>)
tensor(7.0210, grad_fn=<MseLossBackward0>)
tensor(4.8920, grad_fn=<MseLossBackward0>)
tensor(18.1418, grad_fn=<MseLossBackward0>)
tensor(20.6566, grad_fn=<MseLossBackward0>)
tensor(114.5058, grad_fn=<MseLossBackward0>)
tensor(32.5323, grad_fn=<MseLossBackward0>)
tensor(23.4201, grad_fn=<MseLossBackward0>)
tensor(13.0369, grad_fn=<MseLossBackward0>)
tensor(3.2670, grad_fn=<MseLossBackward0>)
tensor(97.6603, grad_fn=<MseLossBackward0>)
tensor(11.3428, grad_fn=<MseLossBackward0>)
tensor(151.6250, grad_fn=<MseLossBackward0>)
tensor(41.0228, grad_fn=<MseLossBackward0>)
tensor(34.5463, grad_fn=<MseLossBackward0>)
tensor(78.8898, grad_fn=<MseLossBackward0>)
tensor(2.0500, grad_fn=<MseLossBackward0>)
tensor(7.3735, grad_fn=<MseLossBackward0>)
tensor(28.9137, grad_fn=<MseLossBackward0>)
tensor(4.2630, grad_fn=<MseLossBackward0>)
tensor(15.0706, grad_fn=<MseLossBackward0>)
tensor(23.9643, grad_fn=<MseLossBackward0>)
tensor(11.1892, grad_fn=<MseLossBackward0>)
Episode 75 Mean Rewards -126.73 Epsilon 0.683192625382239		tensor(21.0659, grad_fn=<MseLossBackward0>)
tensor(58.0776, grad_fn=<MseLossBackward0>)
tensor(3.1708, grad_fn=<MseLossBackward0>)
tensor(8.7640, grad_fn=<MseLossBackward0>)
tensor(2.0832, grad_fn=<MseLossBackward0>)
tensor(69.4154, grad_fn=<MseLossBackward0>)
tensor(5.1100, grad_fn=<MseLossBackward0>)
tensor(10.8028, grad_fn=<MseLossBackward0>)
tensor(55.3612, grad_fn=<MseLossBackward0>)
tensor(17.5462, grad_fn=<MseLossBackward0>)
tensor(75.2924, grad_fn=<MseLossBackward0>)
tensor(103.4049, grad_fn=<MseLossBackward0>)
tensor(26.3994, grad_fn=<MseLossBackward0>)
tensor(7.6782, grad_fn=<MseLossBackward0>)
tensor(5.3789, grad_fn=<MseLossBackward0>)
tensor(89.1562, grad_fn=<MseLossBackward0>)
tensor(215.4670, grad_fn=<MseLossBackward0>)
tensor(177.9804, grad_fn=<MseLossBackward0>)
tensor(49.3165, grad_fn=<MseLossBackward0>)
tensor(8.6635, grad_fn=<MseLossBackward0>)
tensor(96.4783, grad_fn=<MseLossBackward0>)
tensor(12.2098, grad_fn=<MseLossBackward0>)
tensor(17.2810, grad_fn=<MseLossBackward0>)
tensor(54.4730, grad_fn=<MseLossBackward0>)
tensor(8.4618, grad_fn=<MseLossBackward0>)
tensor(5.6190, grad_fn=<MseLossBackward0>)
tensor(4.8376, grad_fn=<MseLossBackward0>)
tensor(76.8849, grad_fn=<MseLossBackward0>)
tensor(7.9799, grad_fn=<MseLossBackward0>)
tensor(11.3937, grad_fn=<MseLossBackward0>)
tensor(3.4572, grad_fn=<MseLossBackward0>)
tensor(14.2708, grad_fn=<MseLossBackward0>)
tensor(1.9931, grad_fn=<MseLossBackward0>)
tensor(12.6563, grad_fn=<MseLossBackward0>)
tensor(23.7083, grad_fn=<MseLossBackward0>)
tensor(1.3193, grad_fn=<MseLossBackward0>)
tensor(1.1772, grad_fn=<MseLossBackward0>)
tensor(36.0009, grad_fn=<MseLossBackward0>)
tensor(33.6254, grad_fn=<MseLossBackward0>)
tensor(3.0053, grad_fn=<MseLossBackward0>)
tensor(3.2369, grad_fn=<MseLossBackward0>)
tensor(2.0437, grad_fn=<MseLossBackward0>)
tensor(67.4415, grad_fn=<MseLossBackward0>)
tensor(5.9376, grad_fn=<MseLossBackward0>)
tensor(16.3222, grad_fn=<MseLossBackward0>)
tensor(19.7916, grad_fn=<MseLossBackward0>)
tensor(1.2236, grad_fn=<MseLossBackward0>)
tensor(15.0530, grad_fn=<MseLossBackward0>)
tensor(6.9944, grad_fn=<MseLossBackward0>)
tensor(34.9230, grad_fn=<MseLossBackward0>)
tensor(3.7564, grad_fn=<MseLossBackward0>)
tensor(38.5645, grad_fn=<MseLossBackward0>)
tensor(13.0123, grad_fn=<MseLossBackward0>)
tensor(6.5384, grad_fn=<MseLossBackward0>)
tensor(9.8269, grad_fn=<MseLossBackward0>)
tensor(292.6097, grad_fn=<MseLossBackward0>)
tensor(1.2133, grad_fn=<MseLossBackward0>)
tensor(1.0184, grad_fn=<MseLossBackward0>)
tensor(8.5636, grad_fn=<MseLossBackward0>)
tensor(17.2010, grad_fn=<MseLossBackward0>)
tensor(186.1438, grad_fn=<MseLossBackward0>)
tensor(84.2047, grad_fn=<MseLossBackward0>)
tensor(15.0909, grad_fn=<MseLossBackward0>)
tensor(9.4633, grad_fn=<MseLossBackward0>)
tensor(7.4930, grad_fn=<MseLossBackward0>)
tensor(14.3168, grad_fn=<MseLossBackward0>)
tensor(18.8817, grad_fn=<MseLossBackward0>)
tensor(167.7286, grad_fn=<MseLossBackward0>)
tensor(6.8210, grad_fn=<MseLossBackward0>)
tensor(43.0924, grad_fn=<MseLossBackward0>)
tensor(273.1140, grad_fn=<MseLossBackward0>)
tensor(7.0784, grad_fn=<MseLossBackward0>)
tensor(66.5394, grad_fn=<MseLossBackward0>)
tensor(1.4800, grad_fn=<MseLossBackward0>)
tensor(1.5725, grad_fn=<MseLossBackward0>)
tensor(45.0623, grad_fn=<MseLossBackward0>)
tensor(20.2583, grad_fn=<MseLossBackward0>)
tensor(104.1350, grad_fn=<MseLossBackward0>)
tensor(6.9138, grad_fn=<MseLossBackward0>)
tensor(27.6501, grad_fn=<MseLossBackward0>)
tensor(15.0124, grad_fn=<MseLossBackward0>)
tensor(9.0453, grad_fn=<MseLossBackward0>)
tensor(118.9041, grad_fn=<MseLossBackward0>)
tensor(18.9650, grad_fn=<MseLossBackward0>)
tensor(1.6932, grad_fn=<MseLossBackward0>)
tensor(15.3975, grad_fn=<MseLossBackward0>)
tensor(3.3517, grad_fn=<MseLossBackward0>)
tensor(18.2919, grad_fn=<MseLossBackward0>)
tensor(92.2984, grad_fn=<MseLossBackward0>)
tensor(11.4326, grad_fn=<MseLossBackward0>)
tensor(38.7029, grad_fn=<MseLossBackward0>)
tensor(7.3815, grad_fn=<MseLossBackward0>)
tensor(36.4635, grad_fn=<MseLossBackward0>)
tensor(27.4400, grad_fn=<MseLossBackward0>)
tensor(2.3643, grad_fn=<MseLossBackward0>)
tensor(4.1873, grad_fn=<MseLossBackward0>)
tensor(9.4503, grad_fn=<MseLossBackward0>)
tensor(1.9729, grad_fn=<MseLossBackward0>)
tensor(32.2102, grad_fn=<MseLossBackward0>)
tensor(364.3819, grad_fn=<MseLossBackward0>)
tensor(4.8717, grad_fn=<MseLossBackward0>)
tensor(41.4513, grad_fn=<MseLossBackward0>)
tensor(85.1981, grad_fn=<MseLossBackward0>)
tensor(46.5019, grad_fn=<MseLossBackward0>)
tensor(11.0908, grad_fn=<MseLossBackward0>)
tensor(18.5577, grad_fn=<MseLossBackward0>)
tensor(3.9077, grad_fn=<MseLossBackward0>)
tensor(22.0802, grad_fn=<MseLossBackward0>)
tensor(32.2857, grad_fn=<MseLossBackward0>)
tensor(29.8736, grad_fn=<MseLossBackward0>)
tensor(30.5103, grad_fn=<MseLossBackward0>)
tensor(12.5714, grad_fn=<MseLossBackward0>)
tensor(99.0326, grad_fn=<MseLossBackward0>)
tensor(31.0664, grad_fn=<MseLossBackward0>)
tensor(19.6985, grad_fn=<MseLossBackward0>)
tensor(32.3569, grad_fn=<MseLossBackward0>)
tensor(8.2012, grad_fn=<MseLossBackward0>)
tensor(17.8836, grad_fn=<MseLossBackward0>)
tensor(65.2042, grad_fn=<MseLossBackward0>)
tensor(14.7595, grad_fn=<MseLossBackward0>)
tensor(136.6990, grad_fn=<MseLossBackward0>)
tensor(83.5748, grad_fn=<MseLossBackward0>)
tensor(12.2190, grad_fn=<MseLossBackward0>)
tensor(16.2162, grad_fn=<MseLossBackward0>)
tensor(24.5559, grad_fn=<MseLossBackward0>)
tensor(47.1707, grad_fn=<MseLossBackward0>)
tensor(43.6962, grad_fn=<MseLossBackward0>)
tensor(60.1435, grad_fn=<MseLossBackward0>)
tensor(30.2942, grad_fn=<MseLossBackward0>)
tensor(14.8970, grad_fn=<MseLossBackward0>)
tensor(24.0581, grad_fn=<MseLossBackward0>)
tensor(2.4026, grad_fn=<MseLossBackward0>)
tensor(175.3911, grad_fn=<MseLossBackward0>)
tensor(94.6204, grad_fn=<MseLossBackward0>)
tensor(13.0285, grad_fn=<MseLossBackward0>)
tensor(44.8502, grad_fn=<MseLossBackward0>)
tensor(3.6647, grad_fn=<MseLossBackward0>)
tensor(8.9395, grad_fn=<MseLossBackward0>)
tensor(4.6986, grad_fn=<MseLossBackward0>)
tensor(9.7911, grad_fn=<MseLossBackward0>)
tensor(4.3797, grad_fn=<MseLossBackward0>)
tensor(10.1766, grad_fn=<MseLossBackward0>)
tensor(3.1344, grad_fn=<MseLossBackward0>)
tensor(13.5446, grad_fn=<MseLossBackward0>)
tensor(17.1536, grad_fn=<MseLossBackward0>)
tensor(22.7996, grad_fn=<MseLossBackward0>)
tensor(23.9780, grad_fn=<MseLossBackward0>)
tensor(80.2146, grad_fn=<MseLossBackward0>)
tensor(31.2362, grad_fn=<MseLossBackward0>)
tensor(2.5377, grad_fn=<MseLossBackward0>)
tensor(12.4883, grad_fn=<MseLossBackward0>)
tensor(5.7339, grad_fn=<MseLossBackward0>)
tensor(21.0710, grad_fn=<MseLossBackward0>)
tensor(11.1951, grad_fn=<MseLossBackward0>)
tensor(37.1809, grad_fn=<MseLossBackward0>)
tensor(2.5061, grad_fn=<MseLossBackward0>)
tensor(141.3773, grad_fn=<MseLossBackward0>)
tensor(79.3982, grad_fn=<MseLossBackward0>)
tensor(7.2966, grad_fn=<MseLossBackward0>)
tensor(3.5651, grad_fn=<MseLossBackward0>)
tensor(12.3807, grad_fn=<MseLossBackward0>)
tensor(4.8061, grad_fn=<MseLossBackward0>)
tensor(2.1503, grad_fn=<MseLossBackward0>)
tensor(16.2681, grad_fn=<MseLossBackward0>)
tensor(2.7161, grad_fn=<MseLossBackward0>)
tensor(138.7204, grad_fn=<MseLossBackward0>)
tensor(22.1975, grad_fn=<MseLossBackward0>)
tensor(128.8439, grad_fn=<MseLossBackward0>)
tensor(245.2317, grad_fn=<MseLossBackward0>)
tensor(2.2515, grad_fn=<MseLossBackward0>)
tensor(16.1479, grad_fn=<MseLossBackward0>)
tensor(4.0423, grad_fn=<MseLossBackward0>)
tensor(18.6856, grad_fn=<MseLossBackward0>)
tensor(23.0724, grad_fn=<MseLossBackward0>)
tensor(1.9643, grad_fn=<MseLossBackward0>)
tensor(110.9555, grad_fn=<MseLossBackward0>)
tensor(9.0997, grad_fn=<MseLossBackward0>)
tensor(10.7440, grad_fn=<MseLossBackward0>)
tensor(2.5031, grad_fn=<MseLossBackward0>)
tensor(6.0238, grad_fn=<MseLossBackward0>)
tensor(5.1589, grad_fn=<MseLossBackward0>)
tensor(51.6823, grad_fn=<MseLossBackward0>)
tensor(22.5007, grad_fn=<MseLossBackward0>)
tensor(4.8516, grad_fn=<MseLossBackward0>)
tensor(18.9867, grad_fn=<MseLossBackward0>)
tensor(2.7960, grad_fn=<MseLossBackward0>)
tensor(3.0000, grad_fn=<MseLossBackward0>)
tensor(11.5431, grad_fn=<MseLossBackward0>)
tensor(93.7501, grad_fn=<MseLossBackward0>)
tensor(2.0379, grad_fn=<MseLossBackward0>)
tensor(19.5071, grad_fn=<MseLossBackward0>)
tensor(19.9408, grad_fn=<MseLossBackward0>)
tensor(3.0806, grad_fn=<MseLossBackward0>)
tensor(3.6526, grad_fn=<MseLossBackward0>)
tensor(24.4781, grad_fn=<MseLossBackward0>)
tensor(4.6846, grad_fn=<MseLossBackward0>)
tensor(5.9216, grad_fn=<MseLossBackward0>)
tensor(16.9909, grad_fn=<MseLossBackward0>)
tensor(4.3698, grad_fn=<MseLossBackward0>)
tensor(1.8915, grad_fn=<MseLossBackward0>)
tensor(5.3447, grad_fn=<MseLossBackward0>)
tensor(5.5704, grad_fn=<MseLossBackward0>)
tensor(133.2876, grad_fn=<MseLossBackward0>)
tensor(192.6819, grad_fn=<MseLossBackward0>)
tensor(6.5812, grad_fn=<MseLossBackward0>)
tensor(80.1507, grad_fn=<MseLossBackward0>)
tensor(11.6018, grad_fn=<MseLossBackward0>)
tensor(6.5552, grad_fn=<MseLossBackward0>)
tensor(87.9502, grad_fn=<MseLossBackward0>)
tensor(204.3276, grad_fn=<MseLossBackward0>)
tensor(2.8019, grad_fn=<MseLossBackward0>)
tensor(302.5010, grad_fn=<MseLossBackward0>)
tensor(167.6886, grad_fn=<MseLossBackward0>)
tensor(129.7667, grad_fn=<MseLossBackward0>)
tensor(1.4534, grad_fn=<MseLossBackward0>)
tensor(55.0324, grad_fn=<MseLossBackward0>)
tensor(14.5902, grad_fn=<MseLossBackward0>)
tensor(11.2309, grad_fn=<MseLossBackward0>)
tensor(53.4219, grad_fn=<MseLossBackward0>)
tensor(16.4498, grad_fn=<MseLossBackward0>)
tensor(21.3784, grad_fn=<MseLossBackward0>)
tensor(5.4466, grad_fn=<MseLossBackward0>)
tensor(31.7648, grad_fn=<MseLossBackward0>)
tensor(209.0946, grad_fn=<MseLossBackward0>)
tensor(23.3469, grad_fn=<MseLossBackward0>)
tensor(25.3170, grad_fn=<MseLossBackward0>)
tensor(2.4789, grad_fn=<MseLossBackward0>)
tensor(103.6923, grad_fn=<MseLossBackward0>)
tensor(44.7220, grad_fn=<MseLossBackward0>)
tensor(1.4053, grad_fn=<MseLossBackward0>)
tensor(11.0392, grad_fn=<MseLossBackward0>)
tensor(44.9805, grad_fn=<MseLossBackward0>)
tensor(2.0820, grad_fn=<MseLossBackward0>)
tensor(92.2969, grad_fn=<MseLossBackward0>)
tensor(2.2950, grad_fn=<MseLossBackward0>)
tensor(87.8410, grad_fn=<MseLossBackward0>)
tensor(3.1605, grad_fn=<MseLossBackward0>)
tensor(15.8892, grad_fn=<MseLossBackward0>)
tensor(82.5672, grad_fn=<MseLossBackward0>)
tensor(4.2214, grad_fn=<MseLossBackward0>)
tensor(1.5847, grad_fn=<MseLossBackward0>)
tensor(1.2441, grad_fn=<MseLossBackward0>)
tensor(22.7133, grad_fn=<MseLossBackward0>)
tensor(29.6784, grad_fn=<MseLossBackward0>)
tensor(15.3443, grad_fn=<MseLossBackward0>)
tensor(14.6352, grad_fn=<MseLossBackward0>)
tensor(4.4644, grad_fn=<MseLossBackward0>)
tensor(181.6771, grad_fn=<MseLossBackward0>)
tensor(31.2295, grad_fn=<MseLossBackward0>)
tensor(1.7399, grad_fn=<MseLossBackward0>)
tensor(4.3148, grad_fn=<MseLossBackward0>)
tensor(7.3524, grad_fn=<MseLossBackward0>)
tensor(1.5456, grad_fn=<MseLossBackward0>)
tensor(12.0579, grad_fn=<MseLossBackward0>)
tensor(147.2424, grad_fn=<MseLossBackward0>)
tensor(1.7947, grad_fn=<MseLossBackward0>)
tensor(12.2686, grad_fn=<MseLossBackward0>)
tensor(2.1578, grad_fn=<MseLossBackward0>)
tensor(1.5192, grad_fn=<MseLossBackward0>)
tensor(6.2902, grad_fn=<MseLossBackward0>)
tensor(2.3180, grad_fn=<MseLossBackward0>)
tensor(66.8859, grad_fn=<MseLossBackward0>)
tensor(5.2498, grad_fn=<MseLossBackward0>)
tensor(3.7695, grad_fn=<MseLossBackward0>)
tensor(26.8155, grad_fn=<MseLossBackward0>)
tensor(1.3215, grad_fn=<MseLossBackward0>)
tensor(205.0221, grad_fn=<MseLossBackward0>)
tensor(39.2323, grad_fn=<MseLossBackward0>)
tensor(16.6951, grad_fn=<MseLossBackward0>)
tensor(48.2785, grad_fn=<MseLossBackward0>)
tensor(12.1839, grad_fn=<MseLossBackward0>)
tensor(8.0171, grad_fn=<MseLossBackward0>)
tensor(3.2536, grad_fn=<MseLossBackward0>)
